Recency,Frequency,Monetary,Segment
161,1,300.04,Churned
373,1,79.6,Churned
95,5,948.25,Occasional
53,5,1647.26,Occasional
287,1,296.25,Churned
123,6,1175.38,Occasional
287,1,741.26,Churned
151,2,282.6,Churned
3,9,2108.06,Occasional
1,14,5189.52,Active valuable
11,7,3190.55,Occasional
32,2,659.4100000000001,Occasional
53,2,286.79,Occasional
49,2,1070.65,Occasional
218,1,306.72,Churned
62,1,1714.96,Occasional
70,3,1519.42,Occasional
1,37,17220.36,Active valuable
1,10,2796.51,Occasional
63,4,2634.45,Occasional
33,3,1122.63,Occasional
81,1,345.0,Occasional
0,33,25977.16,Active valuable
102,1,178.7,Occasional
6,2,360.01,Occasional
250,1,127.84,Churned
12,6,908.86,Occasional
9,11,2462.79,Occasional
366,1,230.4,Churned
75,2,309.04,Occasional
3,1,348.79999999999995,Occasional
127,2,1516.0,Occasional
65,2,195.55,Occasional
0,57,37153.85,Active valuable
116,2,688.86,Occasional
309,1,558.32,Churned
66,1,324.8,Occasional
138,3,4599.42,Occasional
254,1,277.07,Churned
30,7,2588.39,Occasional
51,2,924.6,Occasional
63,1,256.38,Occasional
366,1,112.6,Churned
5,5,1747.66,Occasional
304,1,155.05,Churned
28,3,1499.01,Occasional
183,3,814.5,Churned
41,3,539.0,Occasional
39,4,1366.86,Occasional
91,2,1579.12,Occasional
21,4,4027.36,Occasional
23,2,571.6700000000001,Occasional
28,2,382.98,Occasional
301,3,1140.35,Churned
144,2,385.64,Churned
5,2,632.0,Occasional
18,2,957.66,Occasional
32,5,1698.94,Occasional
175,1,189.5,Churned
57,3,409.8,Occasional
21,1,209.49,Occasional
15,6,2198.45,Occasional
18,1,52.2,Occasional
158,1,383.85,Churned
24,4,834.57,Occasional
211,2,266.59000000000003,Churned
5,4,674.82,Occasional
252,1,85.0,Churned
58,9,3385.62,Occasional
10,1,361.62,Occasional
64,1,312.98,Occasional
24,3,865.0600000000001,Occasional
91,3,1255.0,Occasional
51,2,1537.95,Occasional
128,1,1595.48,Occasional
95,3,2651.46,Occasional
56,1,1090.14,Occasional
8,25,8109.519999999999,Active valuable
168,3,388.5,Churned
56,1,216.17,Occasional
325,1,201.16,Churned
0,5,1245.9,Occasional
17,8,2209.36,Occasional
247,1,305.78,Churned
57,4,501.56,Occasional
73,1,145.67,Occasional
30,3,1005.09,Occasional
6,2,3192.54,Occasional
122,4,3083.65,Occasional
1,8,2770.94,Occasional
22,13,6403.25,Occasional
119,3,389.6,Occasional
357,1,540.45,Churned
53,5,1786.79,Occasional
63,1,122.7,Occasional
85,1,117.24,Occasional
54,1,1271.57,Occasional
20,13,3219.77,Occasional
3,20,17159.52,Active valuable
2,5,1191.13,Occasional
10,5,2674.48,Occasional
6,5,787.6,Occasional
188,2,506.8,Churned
70,1,243.56,Occasional
203,1,349.55,Churned
119,2,595.67,Occasional
92,1,416.9,Occasional
0,10,1883.81,Occasional
26,4,632.97,Occasional
297,1,821.1,Churned
23,3,564.62,Occasional
27,4,2593.07,Occasional
49,1,311.16,Occasional
325,1,155.93,Churned
15,2,388.52,Occasional
182,3,740.95,Churned
71,5,2867.2000000000003,Occasional
36,2,332.64,Occasional
79,4,2369.55,Occasional
56,9,2580.91,Occasional
11,2,626.45,Occasional
49,2,272.04,Occasional
49,2,1212.84,Occasional
58,2,384.81,Occasional
351,1,172.25,Churned
53,1,351.13,Occasional
1,6,1838.85,Occasional
92,4,678.25,Occasional
22,1,223.85,Occasional
74,1,348.99,Occasional
10,4,464.57,Occasional
168,2,842.65,Churned
57,2,337.34,Occasional
95,2,1237.53,Occasional
294,1,307.4,Churned
108,2,608.79,Occasional
263,1,922.1,Churned
179,1,376.58,Churned
168,1,158.85,Churned
34,1,71.66,Occasional
22,3,568.55,Occasional
16,4,839.14,Occasional
21,5,5112.96,Occasional
78,3,561.57,Occasional
64,1,90.6,Occasional
360,1,102.0,Churned
2,6,2427.32,Occasional
10,4,745.0600000000001,Occasional
175,3,674.45,Churned
217,2,3251.071,Churned
6,7,3515.68,Occasional
1,2,439.92,Occasional
153,2,322.96,Churned
4,5,1019.27,Occasional
78,3,594.04,Occasional
20,2,230.22,Occasional
21,2,169.54999999999998,Occasional
307,4,664.54,Churned
145,1,80.7,Churned
6,18,9024.17,Active valuable
18,8,2758.26,Occasional
70,2,190.25,Occasional
286,1,264.7,Churned
48,1,413.59,Occasional
30,6,2461.24,Occasional
206,1,357.98,Churned
14,2,196.79,Occasional
72,1,869.87,Occasional
59,1,200.14,Occasional
38,4,1871.81,Occasional
29,12,2603.43,Occasional
26,5,920.51,Occasional
3,15,7060.13,Active valuable
16,1,320.46,Occasional
19,6,4147.96,Occasional
65,2,1266.08,Occasional
212,1,311.3,Churned
11,6,852.88,Occasional
29,1,76.8,Occasional
42,9,3466.36,Occasional
3,6,2274.14,Occasional
14,5,1393.69,Occasional
9,12,3901.81,Occasional
210,1,635.66,Churned
45,3,2043.08,Occasional
133,2,529.73,Occasional
42,7,4582.64,Occasional
9,5,2874.72,Occasional
115,3,962.19,Occasional
197,2,695.61,Churned
277,1,328.8,Churned
109,3,473.02,Occasional
76,1,505.18,Occasional
52,1,917.34,Occasional
161,4,4341.21,Churned
46,3,1421.61,Occasional
16,2,642.8,Occasional
154,3,631.9,Churned
224,1,440.0,Churned
6,2,584.07,Occasional
121,2,327.7,Occasional
60,1,104.82,Occasional
62,2,467.66,Occasional
17,8,2358.84,Occasional
6,19,17286.86,Active valuable
1,11,2975.59,Occasional
21,3,648.89,Occasional
28,5,1428.02,Occasional
284,1,626.65,Churned
175,2,147.20000000000002,Churned
77,3,1560.38,Occasional
32,1,152.2,Occasional
40,12,3560.32,Occasional
265,1,141.41,Churned
26,4,646.42,Occasional
108,4,1659.75,Occasional
283,1,154.99,Churned
8,5,1308.61,Occasional
304,1,409.93,Churned
16,4,5578.72,Occasional
31,2,746.36,Occasional
0,23,15610.39,Active valuable
19,1,225.36,Occasional
123,2,260.25,Occasional
64,1,92.46,Occasional
105,1,725.6400000000001,Occasional
0,23,8152.71,Active valuable
23,17,6211.66,Active valuable
266,1,183.6,Churned
4,19,6140.42,Active valuable
9,12,10464.85,Active valuable
28,5,1334.34,Occasional
266,1,152.55,Churned
63,2,374.7,Occasional
319,1,265.85,Churned
3,8,1437.57,Occasional
31,1,151.04,Occasional
4,3,942.26,Occasional
128,1,118.67,Occasional
40,5,499.42,Occasional
101,6,1049.37,Occasional
124,1,375.1,Occasional
32,1,45.6,Occasional
301,2,921.62,Churned
364,1,182.25,Churned
3,9,1002.9,Occasional
1,18,4421.29,Active valuable
2,1,191.47,Occasional
9,13,50491.81,Active valuable
56,1,158.75,Occasional
324,1,76.32000000000001,Churned
7,14,4076.91,Occasional
11,1,433.86,Occasional
3,17,65164.79,Active valuable
36,1,147.35,Occasional
15,11,3104.17,Occasional
137,1,191.95,Occasional
73,6,5976.79,Occasional
4,5,1105.88,Occasional
154,2,216.21,Churned
238,1,1266.23,Churned
51,7,2703.23,Occasional
30,2,597.91,Occasional
72,1,144.2,Occasional
3,12,5683.15,Occasional
13,4,692.85,Occasional
22,7,2915.15,Occasional
3,4,1840.42,Occasional
273,2,386.53,Churned
19,5,1382.74,Occasional
143,1,90.0,Churned
3,4,2780.15,Occasional
83,1,419.58,Occasional
10,3,2720.63,Occasional
7,3,706.1300000000001,Occasional
122,3,709.71,Occasional
60,2,637.5,Occasional
1,5,1123.86,Occasional
318,1,480.91,Churned
1,11,3586.03,Occasional
129,3,605.64,Occasional
1,15,4690.31,Active valuable
1,2,965.88,Occasional
45,1,415.82,Occasional
3,2,935.05,Occasional
2,4,915.13,Occasional
372,1,311.81,Churned
133,1,115.8,Occasional
46,4,3742.2,Occasional
8,5,4191.0,Occasional
77,2,483.4,Occasional
233,1,157.2,Churned
220,1,446.62,Churned
35,2,658.64,Occasional
74,2,621.29,Occasional
238,2,1345.62,Churned
265,1,118.75,Churned
9,55,117210.08,VIP
19,2,424.89,Occasional
39,1,507.66,Occasional
19,11,4630.35,Occasional
215,3,1097.62,Churned
173,2,289.36,Churned
86,4,2445.91,Occasional
70,2,1631.77,Occasional
275,1,120.44,Churned
38,4,562.59,Occasional
97,1,363.79,Occasional
10,4,450.84,Occasional
32,1,134.46,Occasional
59,3,3222.3,Occasional
296,4,576.9000000000001,Churned
85,4,549.46,Occasional
8,7,1600.26,Occasional
40,2,701.57,Occasional
10,25,4748.52,Active valuable
66,1,452.89,Occasional
330,1,197.65,Churned
30,6,2054.36,Occasional
1,15,4654.08,Active valuable
1,13,4684.76,Occasional
67,2,853.39,Occasional
4,21,11349.52,Active valuable
201,2,1012.0,Churned
106,1,335.52,Occasional
17,4,701.4,Occasional
217,1,185.4,Churned
59,7,747.44,Occasional
1,1,150.61,Occasional
16,2,466.7,Occasional
238,1,328.16,Churned
94,1,151.74,Occasional
10,6,2073.43,Occasional
105,6,1905.84,Occasional
52,9,2241.1,Occasional
89,1,1070.48,Occasional
30,5,1004.38,Occasional
11,6,1789.72,Occasional
2,4,1839.3,Occasional
1,17,2004.98,Active valuable
42,1,169.48000000000002,Occasional
3,1,89.94,Occasional
246,2,632.4000000000001,Churned
41,9,3432.8,Occasional
176,1,683.17,Churned
91,3,991.13,Occasional
109,4,1009.73,Occasional
28,5,2214.79,Occasional
25,10,3350.96,Occasional
51,3,1547.2,Occasional
183,3,925.71,Churned
42,5,2048.07,Occasional
48,4,1462.72,Occasional
21,4,754.12,Occasional
74,5,3144.86,Occasional
80,2,490.86,Occasional
372,1,161.0,Churned
325,1,146.85,Churned
42,11,2380.85,Occasional
29,2,890.34,Occasional
183,1,213.7,Churned
234,2,280.55,Churned
8,10,2588.77,Occasional
219,2,1693.45,Churned
110,3,1474.06,Occasional
277,1,136.77,Churned
317,1,302.58,Churned
6,3,1904.05,Occasional
1,5,2879.7000000000003,Occasional
259,2,969.06,Churned
63,5,3099.7200000000003,Occasional
8,9,12669.98,Occasional
141,1,120.0,Occasional
50,2,1163.45,Occasional
7,8,2618.23,Occasional
154,2,333.97,Churned
108,2,530.18,Occasional
162,3,1516.24,Churned
331,1,492.65,Churned
225,1,112.32,Churned
73,2,437.96,Occasional
50,4,559.97,Occasional
98,3,1119.74,Occasional
14,3,4188.0,Occasional
196,1,134.04,Churned
2,15,3701.44,Active valuable
30,2,595.25,Occasional
20,4,1910.01,Occasional
23,3,4628.75,Occasional
7,3,176.63,Occasional
212,1,426.6,Churned
8,6,911.26,Occasional
10,5,2314.65,Occasional
1,11,3883.25,Occasional
7,9,4871.93,Occasional
2,4,1046.56,Occasional
39,1,166.20000000000002,Occasional
17,4,1305.33,Occasional
7,44,51527.3,Active valuable
7,9,3965.62,Occasional
18,1,43.2,Occasional
116,1,640.14,Occasional
222,1,383.45,Churned
70,3,1858.96,Occasional
50,2,2093.32,Occasional
88,6,2995.7200000000003,Occasional
7,9,2352.53,Occasional
242,1,310.26,Churned
46,6,1611.59,Occasional
106,1,120.0,Occasional
44,6,2481.13,Occasional
64,1,508.58,Occasional
206,2,477.79,Churned
10,5,1530.75,Occasional
114,2,605.0600000000001,Occasional
241,1,183.85,Churned
162,1,311.65000000000003,Churned
16,7,4975.24,Occasional
123,2,462.66,Occasional
22,3,840.21,Occasional
67,1,415.2,Occasional
16,8,2552.21,Occasional
15,2,454.86,Occasional
16,4,1614.91,Occasional
160,2,588.22,Churned
242,1,309.52000000000004,Churned
218,1,134.7,Churned
44,8,2166.98,Occasional
20,4,668.5600000000001,Occasional
126,8,889.9300000000001,Occasional
38,1,108.98,Occasional
120,2,1021.58,Occasional
259,1,409.57,Churned
9,1,133.5,Occasional
273,1,282.93,Churned
164,1,51.0,Churned
156,4,1078.96,Churned
214,1,90.6,Churned
5,2,163.62,Occasional
365,1,174.4,Churned
79,2,701.23,Occasional
42,1,225.12,Occasional
18,3,912.18,Occasional
31,4,2118.03,Occasional
21,1,151.5,Occasional
108,8,3717.35,Occasional
7,16,9227.82,Active valuable
319,1,155.0,Churned
294,1,100.5,Churned
357,1,76.55,Churned
184,1,235.56,Churned
190,2,617.05,Churned
43,2,348.1,Occasional
51,1,202.68,Occasional
25,1,615.49,Occasional
37,3,1247.69,Occasional
8,3,202.11,Occasional
296,1,142.4,Churned
32,3,1727.6,Occasional
9,8,3212.84,Occasional
64,2,1043.46,Occasional
9,9,4642.57,Occasional
217,1,67.95,Churned
1,9,3479.91,Occasional
64,2,487.99,Occasional
2,19,2612.96,Active valuable
148,1,574.7,Churned
3,13,4051.48,Occasional
129,4,1475.81,Occasional
33,6,1449.32,Occasional
118,1,156.75,Occasional
106,6,2157.73,Occasional
10,7,2599.03,Occasional
70,6,2059.4500000000003,Occasional
91,9,1100.27,Occasional
310,1,1063.0,Churned
42,2,770.03,Occasional
361,1,121.05,Churned
91,7,1496.98,Occasional
0,13,5855.57,Occasional
21,2,490.22,Occasional
3,3,1937.25,Occasional
10,6,1051.79,Occasional
98,1,387.52,Occasional
56,2,813.11,Occasional
0,6,4263.64,Occasional
217,1,265.2,Churned
17,1,322.08,Occasional
23,10,4481.67,Occasional
49,2,363.34,Occasional
6,5,1224.06,Occasional
302,1,470.36,Churned
9,6,2248.5,Occasional
21,6,1372.8,Occasional
98,1,89.06,Occasional
365,1,63.0,Churned
305,1,131.9,Churned
319,1,2661.24,Churned
7,5,2357.68,Occasional
0,4,1712.89,Occasional
204,2,1589.82,Churned
53,4,1420.2,Occasional
0,4,1010.35,Occasional
18,5,1163.23,Occasional
8,2,375.35,Occasional
18,4,885.8,Occasional
180,3,483.25,Churned
59,2,643.9,Occasional
10,2,259.05,Occasional
189,1,119.93,Churned
4,9,3017.28,Occasional
310,1,113.64,Churned
154,1,1837.92,Churned
109,3,434.34,Occasional
147,3,2103.06,Churned
65,11,1980.57,Occasional
97,3,529.62,Occasional
246,3,1038.44,Churned
28,7,2272.4,Occasional
17,4,596.26,Occasional
11,2,461.19,Occasional
103,8,1852.67,Occasional
73,2,234.34,Occasional
45,1,547.66,Occasional
71,3,925.85,Occasional
256,1,193.0,Churned
19,4,1309.6,Occasional
253,2,316.25,Churned
10,1,279.05,Occasional
164,2,636.51,Churned
17,6,2022.81,Occasional
281,1,137.1,Churned
49,1,321.92,Occasional
38,1,162.8,Occasional
26,6,1165.48,Occasional
67,1,1064.28,Occasional
206,1,463.38,Churned
174,2,340.93,Churned
6,5,2383.24,Occasional
25,1,139.56,Occasional
50,2,123.8,Occasional
311,2,538.8100000000001,Churned
308,1,475.37,Churned
42,5,1957.32,Occasional
25,3,808.44,Occasional
87,3,356.85,Occasional
183,2,251.21,Churned
19,11,2429.83,Occasional
2,6,3543.26,Occasional
46,4,673.26,Occasional
16,8,5859.43,Occasional
16,5,1960.65,Occasional
23,6,1367.88,Occasional
21,2,268.05,Occasional
10,5,1314.81,Occasional
187,2,275.28,Churned
100,3,455.59,Occasional
60,3,990.2,Occasional
17,6,2076.89,Occasional
32,2,330.45,Occasional
63,1,174.37,Occasional
1,2,270.6,Occasional
23,4,974.54,Occasional
107,1,241.09,Occasional
31,9,1843.83,Occasional
19,9,4215.9,Occasional
2,55,8507.13,Active valuable
36,1,364.22,Occasional
59,3,578.61,Occasional
25,6,2862.11,Occasional
235,4,932.85,Churned
24,7,1949.72,Occasional
2,18,4397.3,Active valuable
59,3,2854.84,Occasional
259,1,170.95,Churned
57,1,355.56,Occasional
64,2,388.25,Occasional
15,2,537.48,Occasional
9,3,952.66,Occasional
58,8,1453.35,Occasional
185,1,103.25,Churned
28,16,3599.73,Active valuable
23,2,2004.3,Occasional
4,5,2573.93,Occasional
3,8,3974.75,Occasional
150,2,652.8,Churned
310,1,289.24,Churned
10,2,757.37,Occasional
17,2,186.23,Occasional
151,1,164.22,Churned
18,5,859.27,Occasional
9,4,2279.49,Occasional
56,2,312.54,Occasional
84,1,788.38,Occasional
6,22,2237.77,Active valuable
75,3,1080.76,Occasional
3,18,5006.77,Active valuable
95,4,3099.12,Occasional
110,1,1432.0,Occasional
56,2,1530.36,Occasional
0,1,227.39,Occasional
280,2,218.06,Churned
2,7,2804.54,Occasional
179,9,1639.82,Churned
371,1,35.400000000000006,Churned
12,4,859.71,Occasional
2,1,168.63,Occasional
16,1,138.6,Occasional
40,1,114.11,Occasional
5,5,986.96,Occasional
168,4,1033.06,Churned
49,1,157.05,Occasional
276,1,237.36,Churned
18,9,1580.29,Occasional
371,1,39.75,Churned
14,4,1320.21,Occasional
34,3,557.94,Occasional
21,3,617.15,Occasional
6,2,363.33,Occasional
19,6,1740.6,Occasional
10,2,866.24,Occasional
43,1,221.97,Occasional
305,1,393.33,Churned
10,1,213.96,Occasional
274,1,660.0,Churned
0,93,12076.15,Active valuable
15,14,16209.5,Active valuable
3,4,1785.15,Occasional
71,4,601.56,Occasional
242,3,406.08,Churned
8,3,553.44,Occasional
245,1,394.44,Churned
205,2,412.78,Churned
0,5,1788.36,Occasional
184,1,320.58000000000004,Churned
31,5,886.7,Occasional
56,2,225.85,Occasional
195,2,899.63,Churned
23,4,2791.27,Occasional
90,2,671.96,Occasional
3,2,955.26,Occasional
50,3,1006.98,Occasional
262,1,114.56,Churned
265,1,344.90000000000003,Churned
35,2,609.85,Occasional
50,1,443.6,Occasional
51,6,2984.49,Occasional
23,6,2107.38,Occasional
21,1,110.46,Occasional
58,1,96.12,Occasional
169,2,693.8100000000001,Churned
67,2,830.76,Occasional
156,2,597.09,Churned
1,73,280206.02,VIP
200,1,236.04,Churned
4,4,1402.59,Occasional
66,2,653.75,Occasional
76,1,114.18,Occasional
0,7,1926.65,Occasional
7,4,1932.23,Occasional
168,2,291.05,Churned
17,4,848.22,Occasional
4,2,247.15,Occasional
8,9,2529.93,Occasional
86,2,285.74,Occasional
26,1,107.95,Occasional
28,4,741.37,Occasional
19,2,636.24,Occasional
60,5,1835.7,Occasional
23,1,195.25,Occasional
10,25,9175.04,Active valuable
241,3,1259.24,Churned
279,2,392.86,Churned
234,2,765.5500000000001,Churned
2,5,1736.4,Occasional
15,1,596.36,Occasional
30,6,2548.24,Occasional
24,16,28754.11,Active valuable
70,3,498.95,Occasional
187,2,52.0,Churned
25,5,1201.51,Occasional
106,1,628.38,Occasional
7,21,5579.1,Active valuable
208,1,112.8,Churned
43,2,355.05,Occasional
30,5,2114.33,Occasional
136,4,591.55,Occasional
264,1,172.9,Churned
3,7,2078.95,Occasional
217,2,188.61,Churned
1,5,1217.27,Occasional
213,1,109.13,Churned
31,3,2195.1,Occasional
10,9,2526.09,Occasional
0,17,3251.79,Active valuable
14,1,318.17,Occasional
10,9,1493.96,Occasional
198,1,179.0,Churned
2,3,1126.37,Occasional
14,13,4921.04,Occasional
13,4,599.48,Occasional
9,11,2839.62,Occasional
28,3,917.07,Occasional
8,11,2662.2,Occasional
23,1,160.19,Occasional
24,4,867.38,Occasional
42,2,307.51,Occasional
1,5,1581.84,Occasional
5,3,663.81,Occasional
146,1,180.42,Churned
9,6,1122.36,Occasional
24,1,655.58,Occasional
273,1,268.58,Churned
373,1,313.49,Churned
0,8,1897.57,Occasional
46,3,380.02,Occasional
7,8,2702.49,Occasional
15,12,9585.91,Active valuable
3,32,6065.6900000000005,Active valuable
3,3,1164.55,Occasional
42,7,1314.45,Occasional
3,7,3902.28,Occasional
196,3,1448.21,Churned
11,6,1400.34,Occasional
15,7,1099.98,Occasional
112,5,1220.26,Occasional
248,1,328.2,Churned
28,5,1415.75,Occasional
43,1,389.64,Occasional
86,1,563.15,Occasional
44,2,638.05,Occasional
9,11,5010.28,Occasional
14,1,738.96,Occasional
74,1,420.5,Occasional
144,4,1484.06,Occasional
4,3,1625.97,Occasional
296,1,89.2,Churned
58,2,255.9,Occasional
263,1,300.52,Churned
46,1,278.3,Occasional
28,3,254.11,Occasional
7,6,2473.37,Occasional
16,2,192.6,Occasional
2,8,10416.98,Occasional
231,2,876.4200000000001,Churned
111,1,139.26,Occasional
57,3,1011.9,Occasional
50,11,2538.3,Occasional
126,2,730.86,Occasional
280,3,386.15,Churned
54,2,447.68,Occasional
319,1,200.1,Churned
25,2,289.99,Occasional
9,2,77.4,Occasional
6,2,679.44,Occasional
28,1,197.64,Occasional
16,4,745.06,Occasional
63,1,6.2,Occasional
20,1,228.99,Occasional
2,7,1319.91,Occasional
165,1,131.45000000000002,Churned
0,17,7975.49,Active valuable
52,3,173.74,Occasional
50,1,157.7,Occasional
47,12,4331.79,Occasional
60,1,189.34,Occasional
161,3,845.5500000000001,Churned
8,1,353.27,Occasional
14,4,546.4,Occasional
74,1,193.39,Occasional
39,8,2718.6,Occasional
40,11,2085.33,Occasional
369,2,152.88,Churned
36,2,778.5,Occasional
196,1,271.85,Churned
199,2,1110.34,Churned
73,3,657.8,Occasional
63,2,272.07,Occasional
20,4,507.29,Occasional
366,1,48.8,Churned
179,3,321.43,Churned
9,4,1127.71,Occasional
3,12,2221.01,Occasional
196,3,2139.76,Churned
28,4,697.55,Occasional
52,1,188.88,Occasional
17,6,1720.3,Occasional
9,3,102.45,Occasional
89,4,1649.5,Occasional
267,1,62.85,Churned
52,6,3295.76,Occasional
43,4,2824.69,Occasional
63,4,3189.81,Occasional
148,1,309.40000000000003,Churned
21,25,7930.54,Active valuable
311,1,325.75,Churned
22,2,511.35,Occasional
57,6,2836.69,Occasional
23,2,475.8,Occasional
77,7,2740.03,Occasional
118,2,645.65,Occasional
35,3,1290.53,Occasional
59,2,1173.12,Occasional
12,4,1353.74,Occasional
18,1,170.32,Occasional
51,1,125.79,Occasional
25,2,841.2,Occasional
28,1,266.76,Occasional
6,2,52.2,Occasional
10,12,14389.9,Active valuable
185,3,710.28,Churned
2,8,2953.59,Occasional
8,2,721.45,Occasional
261,1,327.25,Churned
2,4,501.28,Occasional
209,1,519.68,Churned
107,2,1465.32,Occasional
12,9,1476.09,Occasional
76,3,690.59,Occasional
19,1,255.4,Occasional
26,2,589.7,Occasional
18,6,761.59,Occasional
131,1,765.3199999999999,Occasional
252,1,364.8,Churned
78,1,1862.0,Occasional
206,1,369.2,Churned
335,1,135.9,Churned
253,1,125.65,Churned
147,2,554.38,Churned
9,2,1237.85,Occasional
84,1,655.75,Occasional
7,20,11138.71,Active valuable
204,2,468.77,Churned
7,4,1366.38,Occasional
22,6,1269.31,Occasional
10,9,1421.29,Occasional
25,1,332.66,Occasional
20,5,2795.33,Occasional
1,2,1025.44,Occasional
157,2,616.15,Churned
2,7,3501.1,Occasional
73,1,277.8,Occasional
2,4,434.35,Occasional
0,201,143711.17,VIP
16,2,867.85,Occasional
35,4,1227.43,Occasional
90,2,307.48,Occasional
70,4,1268.98,Occasional
115,2,1610.15,Occasional
212,2,977.77,Churned
29,2,1316.07,Occasional
50,1,749.1,Occasional
245,1,310.05,Churned
31,1,223.88,Occasional
108,3,2362.96,Occasional
4,5,1257.68,Occasional
365,1,363.53,Churned
81,2,1890.94,Occasional
296,1,1784.71,Churned
33,8,8137.02,Occasional
56,3,1621.88,Occasional
29,12,5900.25,Occasional
13,1,100.9,Occasional
71,2,290.82,Occasional
22,6,1101.97,Occasional
18,1,371.2,Occasional
78,1,311.69,Occasional
59,11,8099.49,Occasional
24,1,285.67,Occasional
11,1,294.85,Occasional
252,1,58.49,Churned
146,3,483.73,Churned
63,4,695.42,Occasional
7,2,221.27,Occasional
10,9,7044.68,Occasional
270,1,126.7,Churned
9,5,1472.34,Occasional
246,1,206.21,Churned
95,2,596.09,Occasional
14,1,183.02,Occasional
49,1,463.8,Occasional
29,1,147.59,Occasional
67,4,1592.06,Occasional
34,3,1097.98,Occasional
127,1,114.77,Occasional
106,3,1314.45,Occasional
36,1,89.94,Occasional
56,1,279.94,Occasional
56,7,790.86,Occasional
71,5,1921.37,Occasional
245,1,102.12,Churned
18,2,202.37,Occasional
197,2,292.01,Churned
15,2,326.4,Occasional
211,1,334.54,Churned
38,2,231.98,Occasional
45,3,546.1999999999999,Occasional
169,2,414.87,Churned
47,1,490.52,Occasional
115,4,1641.76,Occasional
146,1,1220.77,Churned
15,28,6295.37,Active valuable
50,1,480.38,Occasional
158,1,156.91,Churned
11,3,1259.43,Occasional
35,1,308.94,Occasional
53,2,405.04,Occasional
42,2,257.67,Occasional
172,1,170.04,Churned
33,1,125.58,Occasional
38,3,496.21,Occasional
266,1,252.81,Churned
8,9,1871.77,Occasional
11,4,852.39,Occasional
2,11,6720.41,Occasional
9,10,1636.43,Occasional
32,1,361.96,Occasional
79,3,469.0,Occasional
30,4,1066.15,Occasional
7,4,627.13,Occasional
71,2,518.28,Occasional
3,4,653.19,Occasional
255,3,4959.1,Churned
4,10,2557.18,Occasional
15,8,4274.16,Occasional
89,1,252.73,Occasional
71,3,429.56,Occasional
58,6,685.74,Occasional
9,47,19766.59,Active valuable
169,1,179.93,Churned
198,1,135.93,Churned
30,1,537.0,Occasional
18,17,7634.73,Active valuable
151,2,735.66,Churned
8,15,5090.42,Active valuable
269,1,343.62,Churned
64,4,381.0,Occasional
273,1,121.17000000000002,Churned
24,3,1737.69,Occasional
22,3,1383.36,Occasional
318,1,207.73,Churned
4,3,693.95,Occasional
11,2,302.1,Occasional
274,2,1489.5,Churned
24,11,2102.54,Occasional
40,9,1337.72,Occasional
7,4,294.25,Occasional
3,48,54534.14,Active valuable
70,4,987.86,Occasional
212,1,370.8,Churned
37,4,3158.13,Occasional
52,1,893.59,Occasional
77,3,1744.76,Occasional
45,2,553.36,Occasional
178,1,1109.53,Churned
372,1,106.2,Churned
93,2,982.07,Occasional
9,3,1043.41,Occasional
104,1,735.67,Occasional
77,1,773.03,Occasional
172,1,880.85,Churned
6,32,9743.11,Active valuable
212,4,895.61,Churned
21,5,504.8,Occasional
256,1,88.2,Churned
281,1,306.94,Churned
20,2,1160.07,Occasional
9,6,2420.84,Occasional
307,1,381.32,Churned
67,1,480.71,Occasional
214,2,457.81,Churned
17,6,4597.02,Occasional
103,4,1370.6,Occasional
42,1,219.39,Occasional
3,1,248.08,Occasional
181,3,39916.5,Active valuable
83,1,410.48,Occasional
333,3,876.0,Churned
8,2,317.53000000000003,Occasional
30,2,703.36,Occasional
196,2,993.54,Churned
17,7,2298.93,Occasional
17,5,1422.52,Occasional
310,6,319.5,Churned
141,4,1300.25,Occasional
245,1,484.95,Churned
23,4,996.1,Occasional
28,3,1567.48,Occasional
9,3,3509.43,Occasional
29,10,2760.56,Occasional
17,1,340.11,Occasional
17,4,1352.75,Occasional
14,5,1551.78,Occasional
133,1,244.8,Occasional
245,1,266.4,Churned
133,1,358.82,Occasional
49,2,457.72,Occasional
113,3,1633.78,Occasional
6,2,2199.31,Occasional
22,2,184.19,Occasional
24,15,11528.48,Active valuable
65,1,406.53,Occasional
59,4,1471.0,Occasional
49,11,3447.4,Occasional
169,1,330.11,Churned
17,5,977.93,Occasional
127,3,982.42,Occasional
14,8,1387.99,Occasional
238,1,139.05,Churned
2,4,1286.7,Occasional
239,2,178.96,Churned
51,7,2354.25,Occasional
45,1,498.74,Occasional
225,1,259.45,Churned
7,17,6580.4400000000005,Active valuable
3,4,1194.73,Occasional
164,2,1327.16,Churned
239,1,623.5,Churned
10,1,301.29,Occasional
133,1,520.8000000000001,Occasional
16,10,5291.33,Occasional
9,13,4745.69,Occasional
30,1,329.25,Occasional
74,1,254.28,Occasional
0,3,961.49,Occasional
3,3,1936.07,Occasional
44,1,401.4,Occasional
1,30,18641.01,Active valuable
356,1,158.16,Churned
17,2,304.47,Occasional
68,3,824.58,Occasional
372,1,487.75,Churned
320,1,158.8,Churned
25,1,106.56,Occasional
330,1,1289.5,Churned
8,5,1624.05,Occasional
322,1,135.75,Churned
71,1,224.14,Occasional
259,1,40.5,Churned
17,5,2206.9500000000003,Occasional
366,1,87.5,Churned
65,3,689.48,Occasional
153,2,622.85,Churned
28,2,402.2,Occasional
69,1,310.62,Occasional
